Template,Function,Genome,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,shotgunReadcount,RelavantPercentInVF,PercentageInShotgun,SampleID
VFG000874,"Fimbrin-like protein fimI precursor",Escherichia coli CFT073,2012,849,540,98.52,100,98.52,100,3.9,472.36,1e-26,31040535,0.000333634183339719,9.1559708524254e-07,FMT.0111E
VFG049152,"colibactin biosynthesis dehydrogenase ClbF",Klebsiella pneumoniae subsp. pneumoniae 1084,2276,1618,1029,87.46,87.46,100,114.33,2.21,110.92,1e-25,31040535,0.000315086136907952,8.64695414796569e-07,FMT.0111E
VFG045464,"Tir domain containing protein TcpC",Escherichia coli CFT073,2441,1453,924,81.39,81.39,100,122.87,2.64,250.41,1e-26,31040535,0.000314527860460454,8.63163328716623e-07,FMT.0111E
VFG001449,"KpsT",Escherichia coli O18:K1:H7 str. RS218,2104,1038,660,93.79,93.79,100,106.62,3.19,361.52,1e-26,31040535,0.000312826350839064,8.58493851403893e-07,FMT.0111E
VFG000871,"Type 1 fimbriae Regulatory protein fimB",Escherichia coli CFT073,2187,948,603,83.91,85.57,98.06,116.86,3.82,489.2,1e-26,31040535,0.000312258580550475,8.56935711239368e-07,FMT.0111E
VFG049164,"colibactin self-protection protein ClbS",Klebsiella pneumoniae subsp. pneumoniae 1084,1926,514,327,99.69,100,99.69,100,6.01,816.59,1e-26,31040535,0.000311339625589767,8.54413809930962e-07,FMT.0111E
VFG001359,"manganese ABC transporter, manganese-binding adhesion liprotein",Streptococcus pneumoniae TIGR4,1650,1463,930,83.98,89.35,93.98,111.91,2.31,11.22,0.00081,31040535,0.000304089664485945,8.34517637457465e-07,FMT.0111E
VFG000872,"Type 1 fimbriae Regulatory protein fimE",Escherichia coli CFT073,1637,939,597,98.99,100.34,98.66,99.67,2.86,189.05,1e-26,31040535,0.000271410493742062,7.44835719430572e-07,FMT.0111E
VFG000873,"Type-1 fimbrial protein, A chain precursor",Escherichia coli CFT073,1659,953,606,73.1,80.03,91.34,124.95,3.48,190.64,1e-26,31040535,0.000267372575302061,7.33754401811666e-07,FMT.0111E
VFG049147,"colibactin biosynthesis phosphopantetheinyl transferase ClbA",Klebsiella pneumoniae subsp. pneumoniae 1084,1746,1156,735,95.37,95.37,100,104.85,2.38,119.84,1e-26,31040535,0.000264294577537964,7.25307408302246e-07,FMT.0111E
VFG049163,"colibactin biosynthesis thioesterase ClbQ ",Klebsiella pneumoniae subsp. pneumoniae 1084,1689,896,570,96.14,96.14,100,104.01,2.96,242.81,1e-26,31040535,0.00025697025688382,7.05207169845904e-07,FMT.0111E
VFG049150,"colibactin biosynthesis dehydrogenase ClbD",Klebsiella pneumoniae subsp. pneumoniae 1084,1999,1368,870,75.29,75.29,100,132.82,2.3,118,1e-26,31040535,0.000238669300308445,6.5498359164468e-07,FMT.0111E
VFG002052,"general secretion pathway protein I",Shigella dysenteriae Sd197,956,585,372,91.67,100.54,91.18,99.47,3.34,89.2,1e-20,31040535,0.00019789757010283,5.43093146358547e-07,FMT.0111E
VFG049151,"colibactin biosynthesis aminomalonyl-acyl carrier protein ClbE",Klebsiella pneumoniae subsp. pneumoniae 1084,559,391,249,96.39,96.79,99.59,103.32,2.29,29.43,5.9e-08,31040535,8.74334254518254e-05,2.39944806299864e-07,FMT.0111E
VFG000362,"yersiniabactin biosynthetic protein Irp1",Yersinia pestis CO92,2511407,47702,9492,99.2,99.97,99.23,100.03,270.32,2371856.36,1e-26,32750149,0.11224267741629,0.00104873521220635,FMT.0111F
VFG000363,"yersiniabactin biosynthetic protein Irp2",Yersinia pestis CO92,1579887,32094,6108,99.75,99.95,99.8,100.05,260.97,1486159.5,1e-26,32750149,0.0697147749450389,0.000651377363573939,FMT.0111F
VFG000930,"enterobactin synthase multienzyme complex component, ATP-dependent",Escherichia coli CFT073,970832,20978,3882,95.65,99.38,96.24,100.62,277.82,909672.2,1e-26,32750149,0.0468997413648055,0.000438205960021974,FMT.0111F
VFG045349,"adhesin FdeC",Escherichia coli O45:K1:H7 str. S88,795979,23160,4251,93.11,99.98,93.13,100.02,222.75,729117.09,1e-26,32750149,0.0414261303519513,0.000387063482497043,FMT.0111F
VFG002415,"E. coli common pilus usher EcpC",Escherichia coli O157:H7 str. EDL933,758637,13779,2526,98.46,100,98.46,100,315.58,718280.68,1e-26,32750149,0.0348815066539171,0.00032591403844634,FMT.0111F
VFG000902,"Aecreted auto transpoter toxin",Escherichia coli CFT073,717263,21323,3900,99.51,100,99.51,100,186.75,655756.26,1e-26,32750149,0.0318696750119365,0.000297773103385894,FMT.0111F
VFG000923,"ferrienterobactin outer membrane transporter",Escherichia coli CFT073,567717,12331,2241,97.9,100,97.9,100,269.35,531771.74,1e-26,32750149,0.026412606044508,0.000246785185836894,FMT.0111F
VFG001444,"putative arylsulfatase",Escherichia coli O18:K1:H7 str. RS218,477749,7888,1428,97.48,100.07,97.41,99.93,360.82,454596.86,1e-26,32750149,0.0225618717759786,0.000210805995806719,FMT.0111F
VFG001448,"KpsD",Escherichia coli O18:K1:H7 str. RS218,470843,9267,1677,98.21,100,98.21,100,294.12,443757.03,1e-26,32750149,0.0215829118620596,0.000201659120868431,FMT.0111F
VFG000358,"pesticin/yersiniabactin receptor protein",Yersinia pestis CO92,462591,11178,2022,99.85,100,99.85,100,229.91,430109.74,1e-26,32750149,0.0203418960183881,0.000190063736259623,FMT.0111F
VFG000366,"yersiniabactin ABC transporter ATP-binding/permease protein YbtQ",Yersinia pestis CO92,460547,9968,1803,99.72,100,99.72,100,257.68,431486.58,1e-26,32750149,0.0203296010384205,0.000189948858579206,FMT.0111F
VFG002416,"polymerized tip adhesin of ECP fibers",Escherichia coli O157:H7 str. EDL933,445543,9095,1644,99.09,100,99.09,100,279.42,418985.42,1e-26,32750149,0.0201007248535711,0.000187810362600562,FMT.0111F
VFG000919,"Putative oxygen independent coproporphyrinogen III oxidase",Escherichia coli CFT073,426771,7407,1338,97.91,100,97.91,100,335.9,405052.72,1e-26,32750149,0.0196661131956883,0.000183749585009105,FMT.0111F
VFG000917,"Outer membrane heme/hemoglobin receptor ChuA",Escherichia coli CFT073,431171,10779,1947,98.66,100,98.66,100,228.71,399884.93,1e-26,32750149,0.0194851396495315,0.000182058665523743,FMT.0111F
VFG000932,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,391462,8934,1611,96.52,100,96.52,100,270.21,365456.6,1e-26,32750149,0.0190479996837885,0.000177974264783399,FMT.0111F
VFG044326,"yersiniabactin ABC transporter ATP-binding/permease protein YbtP",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,410842,9990,1803,99.61,99.83,99.78,100.17,229.84,381818.33,1e-26,32750149,0.018102344606939,0.000169138572330914,FMT.0111F
VFG000359,"yersiniabactin siderophore biosynthetic protein",Yersinia pestis CO92,396335,8749,1578,99.87,99.94,99.94,100.06,252.15,370843.09,1e-26,32750149,0.0174003399745975,0.000162579418593535,FMT.0111F
VFG000929,"phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex",Escherichia coli CFT073,273395,4297,771,93.77,100,93.77,100,495.95,260768.04,1e-26,32750149,0.0167318780261463,0.000156333669654735,FMT.0111F
VFG044165,"enterobactin exporter, iron-regulated",Escherichia coli CFT073,334964,6954,1251,96.32,100,96.32,100,293.82,314665.35,1e-26,32750149,0.0160838895244856,0.00015027921359186,FMT.0111F
VFG044159,"enterobactin/ferric enterobactin esterase",Escherichia coli CFT073,321016,6692,1203,97.17,100,97.17,100,291.97,301486.33,1e-26,32750149,0.0153693773836156,0.000143603196421491,FMT.0111F
VFG000926,"ferrienterobactin ABC transporter permease",Escherichia coli CFT073,311116,5659,1017,96.46,100,96.46,100,341.68,294541.48,1e-26,32750149,0.0152052277177988,0.000142069470225923,FMT.0111F
VFG000368,"salicylate synthase Irp9",Yersinia pestis CO92,326503,7257,1305,99.69,100,99.69,100,252.95,305360.6,1e-26,32750149,0.0144443370116658,0.000134960116684733,FMT.0111F
VFG000367,"putative signal transducer",Yersinia pestis CO92,325618,7124,1281,99.69,100,99.69,100,256.63,304854.21,1e-26,32750149,0.0143849703477696,0.00013440542650545,FMT.0111F
VFG000931,"isochorismate synthase 1",Escherichia coli CFT073,313974,6610,1188,98.4,100,98.4,100,276.63,294687.1,1e-26,32750149,0.0143803062367484,0.000134361847560488,FMT.0111F
VFG000918,"periplasmic heme-binding protein ChuT",Escherichia coli CFT073,307582,5526,993,99.4,100,99.4,100,314.54,291391.4,1e-26,32750149,0.0136671370132931,0.000127698377888204,FMT.0111F
VFG000928,"iron-enterobactin ABC transporter permease",Escherichia coli CFT073,259332,5538,993,94.76,100,94.76,100,298.52,243178.53,1e-26,32750149,0.012971048964228,0.000121194505522943,FMT.0111F
VFG000361,"yersiniabactin biosynthetic protein YbtU",Yersinia pestis CO92,281575,6135,1101,99.73,100,99.73,100,257.96,263692.17,1e-26,32750149,0.0124277384465082,0.000116118104244832,FMT.0111F
VFG002055,"general secretion pathway protein L",Shigella dysenteriae Sd197,240831,4806,861,94.89,99.88,95,100.12,328.7,226787.82,1e-26,32750149,0.0123689776995983,0.000115569075428,FMT.0111F
VFG000924,"ferrienterobactin ABC transporter periplasmic binding protein",Escherichia coli CFT073,266452,5336,957,98.22,100,98.22,100,293.32,250861.99,1e-26,32750149,0.0122830446741464,0.000114766163454075,FMT.0111F
VFG000933,"isochorismatase",Escherichia coli CFT073,240140,4789,858,98.25,100,98.25,100,296.96,226145.11,1e-26,32750149,0.0111490447771878,0.000104170678296785,FMT.0111F
VFG000916,"heme oxygenase ChuS",Escherichia coli CFT073,244652,5743,1029,97.96,100,97.96,100,242.73,227948.29,1e-26,32750149,0.0109292723384493,0.000102117242825688,FMT.0111F
VFG049144,"acriflavine resistance protein B",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,155164,17645,3147,85.76,98.54,87.04,101.48,77.88,109434.91,1e-26,32750149,0.0105678748377789,9.87405389436985e-05,FMT.0111F
VFG001443,"outer membrane protein A",Escherichia coli O18:K1:H7 str. RS218,226693,5815,1041,98.27,100,98.27,100,229.27,209829.07,1e-26,32750149,0.0104436035643101,9.75794149991125e-05,FMT.0111F
VFG034754,"Type III secretion system effector espL1",Escherichia coli O157:H7 str. EDL933,202581,10621,1899,96.05,100,96.05,100,119.88,172831.99,1e-26,32750149,0.00996148571060771,9.30747650633687e-05,FMT.0111F
VFG000364,"transcriptional regulator YbtA",Yersinia pestis CO92,217329,5364,960,98.96,99.38,99.58,100.63,229.3,201751.3,1e-26,32750149,0.00957252914912598,8.94405641387799e-05,FMT.0111F
VFG013069,"permease of iron compound ABC transport system",Shigella dysenteriae Sd197,219169,5347,957,94.78,95.61,99.13,104.59,233.32,203635.45,1e-26,32750149,0.0093415650214844,8.72825595456083e-05,FMT.0111F
VFG000925,"ferrienterobactin ABC transporter ATPase",Escherichia coli CFT073,192281,4565,816,97.67,100,97.67,100,252.31,179009.16,1e-26,32750149,0.00900900939147432,8.41753385915363e-05,FMT.0111F
VFG002412,"E. coli common pilus chaperone EcpB",Escherichia coli O157:H7 str. EDL933,192355,3742,669,98.95,100,98.95,100,297.45,181413.01,1e-26,32750149,0.00870748045557825,8.13580143807061e-05,FMT.0111F
VFG000921,"ChuY",Escherichia coli CFT073,176570,3493,624,96.31,100,96.31,100,310.51,166361.34,1e-26,32750149,0.00847837454389838,7.92173719581078e-05,FMT.0111F
VFG002417,"E. coli common pilus chaperone EcpE",Escherichia coli O157:H7 str. EDL933,179237,4231,756,98.02,100,98.02,100,255.14,166931.93,1e-26,32750149,0.00844020050829557,7.88606942999279e-05,FMT.0111F
VFG000360,"type II thioesterase YbtT",Yersinia pestis CO92,180940,4500,804,99.63,100,99.63,100,227.62,167876.13,1e-26,32750149,0.00800790449686396,7.48215528635274e-05,FMT.0111F
VFG013064,"outer membrane heme/hemoglobin receptor ShuA",Shigella dysenteriae Sd197,181514,11102,1983,90.67,92.59,97.93,108.01,95.31,150766.42,1e-26,32750149,0.00765733566537693,7.15460262425887e-05,FMT.0111F
VFG044172,"ATP-binding hydrophilic protein ChuV",Escherichia coli CFT073,163482,4486,801,98.75,100,98.75,100,211.49,150500.62,1e-26,32750149,0.00741267177728051,6.92600184556363e-05,FMT.0111F
VFG002414,"E. coli common pilus structural subunit EcpA",Escherichia coli O157:H7 str. EDL933,158322,3294,588,98.98,100,98.98,100,277.07,148707.51,1e-26,32750149,0.00712884624730395,6.66081053485961e-05,FMT.0111F
VFG034866,"Type III secretion system effector EspX4",Escherichia coli O157:H7 str. EDL933,146961,8864,1581,96.02,100,96.02,100,102.32,122384.6,1e-26,32750149,0.00707855838774851,6.61382426343748e-05,FMT.0111F
VFG001450,"KpsM",Escherichia coli O18:K1:H7 str. RS218,116727,4361,777,92.66,100,92.66,100,184.36,104270.74,1e-26,32750149,0.00626816089328372,5.85663242884064e-05,FMT.0111F
VFG002056,"general secretion pathway protein M",Shigella dysenteriae Sd197,109213,2375,423,94.56,100,94.56,100,306.28,102290.13,1e-26,32750149,0.00566906482477389,5.29686928259065e-05,FMT.0111F
VFG000922,"heme permease protein ChuU",Escherichia coli CFT073,119417,5573,993,99.6,100,99.6,100,122.16,103690.17,1e-26,32750149,0.00530799725803995,4.95950716691772e-05,FMT.0111F
VFG002054,"general secretion pathway protein K",Shigella dysenteriae Sd197,111654,5491,978,97.14,100.1,97.04,99.9,123.34,96209.6,1e-26,32750149,0.00528359224001795,4.93670443061156e-05,FMT.0111F
VFG034901,"Type III secretion system effector EspY2",Escherichia coli O157:H7 str. EDL933,93501,3202,570,94.04,100,94.04,100,200.51,84317.06,1e-26,32750149,0.00500107433616411,4.67273489543078e-05,FMT.0111F
VFG034895,"Type III secretion system effector EspY1",Escherichia coli O157:H7 str. EDL933,95614,4230,753,93.23,98.01,95.12,102.03,150.28,83638.74,1e-26,32750149,0.00485309697030813,4.53447280319011e-05,FMT.0111F
VFG034915,"Type III secretion system effector EspY4",Escherichia coli O157:H7 str. EDL933,102760,13536,2409,80.61,87.21,92.43,114.66,50.71,68453.02,1e-26,32750149,0.00466175144744373,4.35568983743665e-05,FMT.0111F
VFG034849,"Type III secretion system effector EspX1",Escherichia coli O157:H7 str. EDL933,92453,7992,1422,95.22,99.93,95.29,100.07,73.56,71020.39,1e-26,32750149,0.00457393113587184,4.27363526139443e-05,FMT.0111F
VFG002413,"regulator protein EcpR",Escherichia coli O157:H7 str. EDL933,95751,3320,591,99.66,100,99.66,100,163.72,86234.87,1e-26,32750149,0.00423391011847177,3.95593790950827e-05,FMT.0111F
VFG013070,"ATP-binding component of hemin transport system",Shigella dysenteriae Sd197,88589,4333,771,96.24,97.28,98.93,102.8,117.75,76397.42,1e-26,32750149,0.00386448186034193,3.61076401344386e-05,FMT.0111F
VFG000889,"P pilus minor subunit PapF ",Escherichia coli CFT073,75842,2985,531,94.73,100.56,94.19,99.44,159.74,67336.65,1e-26,32750149,0.00373238025412747,3.48733537719323e-05,FMT.0111F
VFG034815,"Type III secretion system effector espR1",Escherichia coli O157:H7 str. EDL933,70948,7088,1260,94.52,100.08,94.45,99.92,66.37,52259.04,1e-26,32750149,0.00366220015561238,3.42176286751768e-05,FMT.0111F
VFG001713,"PapX protein regulates flagellum synthesis to repress motility",Escherichia coli CFT073,76223,3103,552,97.64,100,97.64,100,149.57,67396.9,1e-26,32750149,0.00361273401974051,3.37554437051211e-05,FMT.0111F
VFG049148,"colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbB",Klebsiella pneumoniae subsp. pneumoniae 1084,83199,50208,8913,98.44,98.47,99.97,101.55,9.36,8158.29,1e-26,32750149,0.00359464585839877,3.35864376535923e-05,FMT.0111F
VFG049157,"colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbK ",Klebsiella pneumoniae subsp. pneumoniae 1084,81565,36398,6465,99.95,100,99.95,100,12.66,17293.35,1e-26,32750149,0.00358141503275936,3.34628159345278e-05,FMT.0111F
VFG012509,"ATP binding cassette transporter",Escherichia coli CFT073,79336,21033,3738,99.22,100,99.22,100,21.74,33867.22,1e-26,32750149,0.00355591404185083,3.3224548390243e-05,FMT.0111F
VFG013063,"heme/hemoglobin transport protein ShuS",Shigella dysenteriae Sd197,75711,5787,1029,86.2,88.44,97.47,113.08,83.03,59993.61,1e-26,32750149,0.00330637085367291,3.089295104748e-05,FMT.0111F
VFG013067,"shu locus protein ShuX",Shigella dysenteriae Sd197,70398,2784,495,92.32,96.36,95.81,103.77,155.59,62469.27,1e-26,32750149,0.00324740225832822,3.03419802066566e-05,FMT.0111F
VFG000888,"P pilus minor subunit PapE",Escherichia coli CFT073,61877,3038,540,95.19,100.56,94.66,99.45,121.04,53330.6,1e-26,32750149,0.00287607599187402,2.68725072770032e-05,FMT.0111F
VFG000920,"putative heme-binding protein ChuX",Escherichia coli CFT073,58572,2785,495,96.16,100,96.16,100,128.95,50721.06,1e-26,32750149,0.00279305162314991,2.60967722272302e-05,FMT.0111F
VFG000881,"(papB) regulatory protein PapB",Escherichia coli CFT073,55457,1772,315,98.41,99.68,98.73,100.32,186.03,50358.21,1e-26,32750149,0.00255595960870574,2.38815119554324e-05,FMT.0111F
VFG000879,"FimH protein precursor",Escherichia coli CFT073,45384,5135,912,97.15,100.66,96.51,99.35,53.06,32065.01,1e-26,32750149,0.0021314317331213,1.99149518025832e-05,FMT.0111F
VFG049154,"colibactin non-ribosomal peptide synthetase ClbH",Klebsiella pneumoniae subsp. pneumoniae 1084,47704,27037,4797,99.96,100,99.96,100,9.97,5714.67,1e-26,32750149,0.00209274972765129,1.95535279471569e-05,FMT.0111F
VFG049160,"colibactin non-ribosomal peptide synthetase ClbN",Klebsiella pneumoniae subsp. pneumoniae 1084,46559,24617,4368,100,100,100,100,10.67,6763.7,1e-26,32750149,0.00203938615401684,1.90549274147405e-05,FMT.0111F
VFG049156,"colibactin non-ribosomal peptide synthetase ClbJ",Klebsiella pneumoniae subsp. pneumoniae 1084,51988,35752,6342,84.18,84.23,99.94,118.72,8.22,3004.37,1e-26,32750149,0.001921397729781,1.79525070343896e-05,FMT.0111F
VFG000904,"Haemoglobin protease",Escherichia coli CFT073,42362,23284,4131,99.71,99.78,99.93,100.22,10.29,5543.77,1e-26,32750149,0.00185595091736777,1.73410072173471e-05,FMT.0111F
VFG000935,"salmochelin receptor IroN",Escherichia coli CFT073,36380,12273,2178,99.13,100,99.13,100,17.2,11943.65,1e-26,32750149,0.00163922564435816,1.53160428240154e-05,FMT.0111F
VFG049161,"colibactin polyketide synthase ClbO",Klebsiella pneumoniae subsp. pneumoniae 1084,30767,13867,2460,98.21,99.67,98.53,100.33,14.64,6398.49,1e-26,32750149,0.00157069933328049,1.46757698276468e-05,FMT.0111F
VFG049155,"colibactin polyketide synthase ClbI",Klebsiella pneumoniae subsp. pneumoniae 1084,34646,17097,3033,99.97,100,99.97,100,11.46,5951.78,1e-26,32750149,0.00152093076663082,1.42107591070546e-05,FMT.0111F
VFG012327,"S fimbrial switch regulatory protein SfaC",Escherichia coli UTI89,31664,1605,285,86.67,91.93,94.27,108.78,124.86,27156.98,1e-26,32750149,0.00143145555429965,1.33747508439648e-05,FMT.0111F
VFG049018,"transcriptional regulator RcsB",Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,22615,3669,651,77.42,90.02,86.01,111.09,54.83,13655.69,1e-26,32750149,0.00140601728695473,1.31370693549249e-05,FMT.0111F
VFG049149,"colibactin polyketide synthase ClbC",Klebsiella pneumoniae subsp. pneumoniae 1084,30594,14713,2610,99.96,100,99.96,100,11.76,5566,1e-26,32750149,0.00134307494174493,1.25489699324962e-05,FMT.0111F
VFG000876,"Outer membrane usher protein fimD precursor",Escherichia coli CFT073,28140,14867,2637,98.86,100,98.86,100,11.14,4095.89,1e-26,32750149,0.0012854279472655,1.20103474193837e-05,FMT.0111F
VFG012505,"esterase",Escherichia coli CFT073,27331,6932,1230,98.94,100,98.94,100,23.1,12143.82,1e-26,32750149,0.00124328160658243,1.16165546788912e-05,FMT.0111F
VFG012513,"glucosyltransferase IroB",Escherichia coli CFT073,23588,6561,1164,98.28,100,98.28,100,21.45,9615.25,1e-26,32750149,0.00109252829679474,1.02079968293253e-05,FMT.0111F
VFG000457,"minor curlin subunit precursor, curli nucleator protein CsgB",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,16628,2570,456,78.73,92.32,85.27,108.31,57.2,10292.4,1e-26,32750149,0.00105368084389922,9.84502712213491e-06,FMT.0111F
VFG049162,"precolibactin peptidase ClbP",Klebsiella pneumoniae subsp. pneumoniae 1084,20731,8491,1506,99.2,100,99.2,100,15.12,5126.51,1e-26,32750149,0.000996389587324068,9.30972843267943e-06,FMT.0111F
VFG002047,"general secretion pathway protein D",Shigella dysenteriae Sd197,19190,10353,1836,95.26,100.05,95.21,99.95,12.29,2642.95,1e-26,32750149,0.000987856973619129,9.23000427917109e-06,FMT.0111F
VFG012501,"esterase",Escherichia coli CFT073,19520,5395,957,99.48,100,99.48,100,20.8,8007.19,1e-26,32750149,0.000871019123217797,8.1383342419363e-06,FMT.0111F
